Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000fGlxcAAC,TurkeyLR:1660,Banner,2016-03-03,2016-03-31,0,Vodafone20163Vodafone Corp CozumlerAreklamMS,Net Cost (Calc Margin),MediaTrader,Areklam,6000,0,Externally Managed,Triggers,Teknoloji,0.4,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGlxIAAS,TurkeyLR:73,Banner,2016-03-01,2016-03-31,380.4,Elca Kozmetik20163Estee Lauder MartClickvolMS,Net Cost (Calc Margin),MediaTrader,Clickvol,5000,190.2,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm3aAAC,TurkeyLR:655,Banner,2016-06-01,2016-06-22,1451.1,Vestel20166Vestel Euro 2016 HaziranMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,829.2,Externally Managed,Triggers,Finans,0.35,CPC,0.4286,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1750,012i0000001EB0yAAG
0063100000fGm5hAAC,TurkeyLR:1718,Banner,2016-08-04,2016-08-31,4588,Vodafone20168Vodafone Tolkien Gandalf AgustosAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,12500,2500,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.4551,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,5000,012i0000001EB0yAAG
0063100000fGlx7AAC,TurkeyLR:1982,Banner,2016-03-07,2016-03-13,1130.8,IKEA20163IKEA PaxDeskfiveMEC,Net Cost (Calc Margin),MediaTrader,Deskfive,5000,851.2,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.2473,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm89AAC,TurkeyLR:122,Banner,2016-11-01,2016-11-22,893.6,KKB201611KKB Kredi Notu 16-22 KasimAdnboostMC,Net Cost (Calc Margin),MediaTrader,Adnboost,1000,500,Externally Managed,Triggers,Finans,0.4,CPC,0.4405,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,400,012i0000001EB0yAAG
0063100000fGlw1AAC,TurkeyLR:814,Banner,2016-01-01,2016-01-31,2248,Elca Kozmetik20161Clinique OcakReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,5000,1000,Externally Managed,Triggers,Women,0.4,CPC,0.5552,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm5CAAS,TurkeyLR:961,Banner,2016-08-01,2016-08-30,1397.6,Akbank20168Akbank Neo Kart AgustosGoClickMC,Net Cost (Calc Margin),MediaTrader,GoClick,3636,768.68,Externally Managed,Triggers,Finans,0.4,CPC,0.45,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1454.55,012i0000001EB0yAAG
0063100000fGm6wAAC,TurkeyLR:1172,Banner,2016-10-01,2016-10-30,705.8,Lilly201610Lilly Sertlesme Soru Cevap EkimMynetMEC,Net Cost (Calc Margin),MediaTrader,Mynet,3333,343.5,Externally Managed,Triggers,Saglik,0.6,CPC,0.5133,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm4VAAS,TurkeyLR:1522,Banner,2016-07-01,2016-07-31,174,Elca Kozmetik20167MAC TemmuzReklamActionMS,Net Cost (Calc Margin),MediaTrader,ReklamAction,10,90,Externally Managed,Triggers,Kadin,0.4,CPC,0.4828,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4,012i0000001EB0yAAG
0063100000fGlwCAAS,TurkeyLR:1656,Banner,2016-01-06,2016-01-31,728.8,Akbank20161Neo KartTurkTicaretMC,Net Cost (Calc Margin),MediaTrader,TurkTicaret,3333,478.2,Externally Managed,Triggers,Finans,0.4,CPC,0.3439,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG
0063100000fGlyZAAS,TurkeyLR:1795,Mobile Banner,2016-04-13,2016-04-30,2609.2,Akbank20164Akbank Tradeall MobilMoveMC,Net Cost (Calc Margin),MediaTrader,Move,12800,3200,Externally Managed,Triggers,Kadin,0.4,CPC,-0.2264,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,5120,012i0000001EB0yAAG
0063100000fGlw4AAC,TurkeyLR:135,Banner,2016-01-01,2016-01-31,1631.2,Elca Kozmetik20161Retro Matte OcakLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,6667,1223.4,Externally Managed,Triggers,Women,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2666.67,012i0000001EB0yAAG
0063100000fGm37AAC,TurkeyLR:296,Banner,2016-05-10,2016-05-31,6871.4,Vodafone20165Vodafone Residential Bigbang 2 StandartAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,521.33,Externally Managed,Triggers,Kadin,0.8,CPC,0.9241,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG
0063100000fGm6zAAC,TurkeyLR:706,Banner,2016-10-01,2016-10-30,14.8,MAC201610MAC EkimAffoceanMS,Net Cost (Calc Margin),MediaTrader,Affocean,0,300,Externally Managed,Triggers,Kadin,0.4,CPC,-19.2703,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGm3BAAS,TurkeyLR:1372,Banner,2016-05-18,2016-05-31,1575.2,TFKB20165TFKB Akilli Hesap NativeLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,3750,787.6,Externally Managed,Triggers,Finans,0.8,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,3000,012i0000001EB0yAAG
0063100000fGlyHAAS,TurkeyLR:1492,Banner,2016-03-21,2016-03-31,2192.8,Elca Kozmetik20163Clinique Play with Pop MicrositeAdinteractionMS,Net Cost (Calc Margin),MediaTrader,Adinteraction,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.544,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm7aAAC,TurkeyLR:1857,Banner,2016-10-01,2016-10-30,20.4,Clinique201610Clinique EkimReklamactionMS,Net Cost (Calc Margin),MediaTrader,Reklamaction,0,475,Externally Managed,Triggers,Kadin,0.4,CPC,-22.2843,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGlwxAAC,TurkeyLR:284,Banner,2016-02-01,2016-02-29,12,Vodafone20162VictorAdinteractionMS,Net Cost (Calc Margin),MediaTrader,Adinteraction,30,6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,12,012i0000001EB0yAAG
0063100000fGlyVAAS,TurkeyLR:469,Banner,2016-04-21,2016-04-30,1600,Akbank20164Akbank Kobi EkoposPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,4000,800,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1600,012i0000001EB0yAAG
0063100000fGlwwAAC,TurkeyLR:815,Mobile Banner,2016-02-10,2016-02-29,5000,Vodafone20162Ready News MobilTurkTicaretMS,Net Cost (Calc Margin),MediaTrader,TurkTicaret,1000,3000,Externally Managed,Triggers,Android,5,CPD,0.4,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,5000,012i0000001EB0yAAG
0063100000fGm32AAC,TurkeyLR:1253,Banner,2016-05-23,2016-05-31,1858.2,Vodafone20165Vodafone FZ Top & GetMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,107.2,Externally Managed,Triggers,Kadin,0.4,CPC,0.9423,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm5SAAS,TurkeyLR:1448,Banner,2016-08-01,2016-08-30,1915.2,GSK20168GSK Sensodyne Check up AgustosGoClickMC,Net Cost (Calc Margin),MediaTrader,GoClick,4545,1000,Externally Managed,Triggers,Saglik,0.4,CPC,0.4779,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1818.18,012i0000001EB0yAAG
0063100000fGlyOAAS,TurkeyLR:1677,Banner,2016-04-19,2016-04-30,2969.6,Elca Kozmetik20164MAC Eyes OnReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.6633,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm7nAAC,TurkeyLR:1817,Banner,2016-10-01,2016-10-30,5474,Renault201610Renault Megane Sedan Native 12-31 EkimLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,16000,2673.5,Externally Managed,Triggers,Otomotiv,0.5,CPC,0.5116,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,8000,012i0000001EB0yAAG
0063100000fGlwIAAS,TurkeyLR:935,Banner,2016-01-18,2016-01-31,588,Vodafone20161Vodafone Falcon Loyalty TACMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,294,Externally Managed,Triggers,Alisveris,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm2vAAC,TurkeyLR:1377,Banner,2016-05-01,2016-05-31,1176.4,Shell20165Shell Rimula MayisReklamstoreMC,Net Cost (Calc Margin),MediaTrader,Reklamstore,2250,450,Externally Managed,Triggers,Kadin,0.4,CPC,0.6175,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,900,012i0000001EB0yAAG
0063100000fGm2pAAC,TurkeyLR:1711,Banner,2016-05-04,2016-05-31,2267.6,Bayer20165Bayer Aski Sansa BirakmaPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,7500,1133.8,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,3000,012i0000001EB0yAAG
0063100000fGm5EAAS,TurkeyLR:543,Banner,2016-08-01,2016-08-30,683.6,Akbank20168Akbank Yatirim Hizmetleri AgustosDeskFiveMC,Net Cost (Calc Margin),MediaTrader,DeskFive,4000,341.8,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGlxaAAC,TurkeyLR:732,Banner,2016-02-25,2016-02-29,872.4,Vodafone20162Vodafone Big Bang Kultur & SanatDeskfiveMS,Net Cost (Calc Margin),MediaTrader,Deskfive,2500,436.2,Externally Managed,Triggers,Kultur,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGlytAAC,TurkeyLR:1180,Mobile Banner,2016-05-01,2016-05-05,1075.2,Akbank20165Akbank BP Akaryakit MobilMoveMC,Net Cost (Calc Margin),MediaTrader,Move,2400,600,Externally Managed,Triggers,Kadin,0.4,CPC,0.442,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,960,012i0000001EB0yAAG
0063100000fGm5YAAS,TurkeyLR:1538,Banner,2016-08-11,2016-08-30,227.4,Vodafone20168Vodafone Donusen Tarife Data AgustosAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,10000,135.68,Externally Managed,Triggers,Non VDF,0.6,CPC,0.4033,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,6000,012i0000001EB0yAAG
0063100000fGly1AAC,TurkeyLR:679,Banner,2016-04-01,2016-04-17,2365.5,RedBull20164Anadolu Break AnkaraReklamstoreMEC,Net Cost (Calc Margin),MediaTrader,Reklamstore,12000,3600,Externally Managed,Triggers,Kadin,0.5,CPC,-0.5219,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,6000,012i0000001EB0yAAG
0063100000fGm7oAAC,TurkeyLR:934,Banner,2016-10-01,2016-10-30,3860,Renault201610Renault SUV Days EkimGoClickMEC,Net Cost (Calc Margin),MediaTrader,GoClick,6818,1500,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.6114,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2727.27,012i0000001EB0yAAG
0063100000fGm2mAAC,TurkeyLR:1168,Banner,2016-05-10,2016-05-31,800.8,Zorlu PSM20165Zorlu THY Miles&SmilesAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,4000,418.73,Externally Managed,Triggers,Kadin,0.4,CPC,0.4771,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,1600,012i0000001EB0yAAG
0063100000fGlw4AAC,TurkeyLR:1725,Banner,2016-01-01,2016-01-31,1386,Elca Kozmetik20161Retro Matte OcakPopMarkerMS,Net Cost (Calc Margin),MediaTrader,PopMarker,5000,693,Externally Managed,Triggers,Women,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2000,012i0000001EB0yAAG
0063100000fGm7BAAS,TurkeyLR:1700,Banner,2016-10-01,2016-10-30,2995.2,Nike201610Nike Beautiful X EkimNtvMS,Net Cost (Calc Margin),MediaTrader,Ntv,6000,2496,Externally Managed,Triggers,Spor,0.6,CPC,0.1667,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,3600,012i0000001EB0yAAG
0063100000fGm6NAAS,TurkeyLR:1840,Banner,2016-09-09,2016-09-30,0,Vodafone20169Vodafone Adaptive Tariff Mobil EylulAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,3750,0,Externally Managed,Triggers,Teknoloji,0.8,CPC,0,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,3000,012i0000001EB0yAAG
0063100000fGlyDAAS,TurkeyLR:340,Banner,2016-04-01,2016-04-30,1200.4,Elca Kozmetik20164Bobbi Brown NisanPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,3000,600,Externally Managed,Triggers,Kadin,0.4,CPC,0.5002,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1200,012i0000001EB0yAAG
0063100000fGm5XAAS,TurkeyLR:517,Banner,2016-08-11,2016-08-30,468.8,Vodafone20168Vodafone Donusen Tarife Contextual AgustosWellcleverMS,Net Cost (Calc Margin),MediaTrader,Wellclever,5000,117.2,Externally Managed,Triggers,Non VDF,0.8,CPC,0.75,From spreadsheet: Turkey LR - Campaign Data,Intext,Digital,4000,012i0000001EB0yAAG
0063100000fGlxZAAS,TurkeyLR:643,Banner,2016-02-25,2016-02-29,177.6,Vodafone20162Vodafone Big Bang Erkek & SporMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,1000,200,Externally Managed,Triggers,Erkek,0.4,CPC,-0.1261,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,400,012i0000001EB0yAAG
0063100000fGlyVAAS,TurkeyLR:1325,Banner,2016-04-21,2016-04-30,344.8,Akbank20164Akbank Kobi EkoposReklamstoreMC,Net Cost (Calc Margin),MediaTrader,Reklamstore,4000,800,Externally Managed,Triggers,Kadin,0.4,CPC,-1.3202,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGm6qAAC,TurkeyLR:1369,Banner,2016-10-01,2016-10-30,1135.6,Akbank201610Akbank GGP EkimMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,1000,Externally Managed,Triggers,Finans,0.4,CPC,0.1194,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlxdAAC,TurkeyLR:495,Banner,2016-03-09,2016-03-31,1818.18,Vodafone20163Vodafone DDZGoClickMS,Net Cost (Calc Margin),MediaTrader,GoClick,4545,1000,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.45,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1818.18,012i0000001EB0yAAG
0063100000fGm3xAAC,TurkeyLR:528,Banner,2016-06-01,2016-06-30,1298,Zorlu PSM20166Zorlu THY Miles&Smiles HaziranReklamstoreMC,Net Cost (Calc Margin),MediaTrader,Reklamstore,3000,750,Externally Managed,Triggers,Seyahat,0.4,CPC,0.4222,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGlyXAAS,TurkeyLR:727,Mobile Banner,2016-04-14,2016-04-30,673.2,Akbank20164Akbank Serbest Hesap MobilOperaMC,Net Cost (Calc Margin),MediaTrader,Opera,6000,336.6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGm7SAAS,TurkeyLR:1911,Banner,2016-10-01,2016-10-30,1000,Vodafone201610Vodafone Red Budget Statik EkimReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,2500,500,Externally Managed,Triggers,Iletisim,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm7QAAS,TurkeyLR:164,Banner,2016-10-01,2016-10-30,1794.5,Vodafone201610Vodafone OlympiaHuawei EkimAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,9000,1800,Externally Managed,Triggers,Iletisim,0.5,CPC,-0.0031,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,3333.33,012i0000001EB0yAAG
0063100000fGm79AAC,TurkeyLR:503,Banner,2016-10-01,2016-10-30,1177,Ikea201610IKEA #AramizdaCozduk EkimDeskfiveMEC,Net Cost (Calc Margin),MediaTrader,Deskfive,7500,470.8,Externally Managed,Triggers,Alisveris,0.5,CPC,0.6,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3750,012i0000001EB0yAAG
0063100000fGm3jAAC,TurkeyLR:778,Banner,2016-06-01,2016-06-30,2514,Elca Kozmetik20166Clinique HaziranPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,7500,1257,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,3000,012i0000001EB0yAAG
0063100000fGlxVAAS,TurkeyLR:1048,Banner,2016-03-10,2016-03-31,2009.6,Lufthansa20163Lufthansa Baseline MartReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,5000,1000,Externally Managed,Triggers,Seyahat,0.4,CPC,0.5024,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm5EAAS,TurkeyLR:1251,Banner,2016-08-01,2016-08-30,3261.2,Akbank20168Akbank Yatirim Hizmetleri AgustosReklamStoreMC,Net Cost (Calc Margin),MediaTrader,ReklamStore,6667,2000,Externally Managed,Triggers,Finans,0.4,CPC,0.3867,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2666.67,012i0000001EB0yAAG
0063100000fGlylAAC,TurkeyLR:146,Mobile Banner,2016-04-22,2016-04-30,3212,Vodafone20164Vodafone Heroes Samsung MobilMoveMS,Net Cost (Calc Margin),MediaTrader,Move,4800,1200,Externally Managed,Triggers,Kadin,0.4,CPC,0.6264,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1920,012i0000001EB0yAAG
0063100000fGm5QAAS,TurkeyLR:256,Banner,2016-08-01,2016-08-30,24782.4,Nike20168Nike RIO Olympics AgustosAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,50000,10000,Externally Managed,Triggers,Spor,0.45,CPC,0.5965,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,22500,012i0000001EB0yAAG
0063100000fGm59AAC,TurkeyLR:873,Banner,2016-08-01,2016-08-30,721.2,Akbank20168Akbank Aile Akademisi AgustosMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,2000,360.6,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,800,012i0000001EB0yAAG
0063100000fGm2cAAC,TurkeyLR:1646,Banner,2016-05-01,2016-05-31,1674.26,Elca Kozmetik20165BobbiBrown MayisReklamNativeMS,Net Cost (Calc Margin),MediaTrader,ReklamNative,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.4027,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2000,012i0000001EB0yAAG
0063100000fGm2eAAC,TurkeyLR:100,Banner,2016-05-01,2016-05-31,1858.2,Elca Kozmetik20165EsteeLauder MayisAffoceanMS,Net Cost (Calc Margin),MediaTrader,Affocean,0,310,Externally Managed,Triggers,Kadin,0.4,CPC,0.8332,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGlwxAAC,TurkeyLR:411,Banner,2016-02-01,2016-02-29,796.8,Vodafone20162VictorPopMarkerMS,Net Cost (Calc Margin),MediaTrader,PopMarker,1992,398.4,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,796.8,012i0000001EB0yAAG
0063100000fGlxSAAS,TurkeyLR:487,Banner,2016-03-01,2016-03-31,594,Zorlu PSM20163Zorlu PSM Slava's Snow ShowMynetMC,Net Cost (Calc Margin),MediaTrader,Mynet,1346,403.8,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.3202,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,538.4,012i0000001EB0yAAG
0063100000fGm8NAAS,TurkeyLR:704,Banner,2016-11-21,2016-11-28,0,Vodafone201611Vodafone Samsung J KasimAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,6000,0,Externally Managed,Triggers,Teknoloji,0.5,CPC,0,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,3000,012i0000001EB0yAAG
0063100000fGm7GAAS,TurkeyLR:1625,Banner,2016-10-01,2016-10-30,337.8,Vodafone201610Vodafone 52 Hafta EkimMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,3333,168.9,Externally Managed,Triggers,Iletisim,0.6,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlxJAAS,TurkeyLR:795,Banner,2016-03-25,2016-03-31,926,Elca Kozmetik20163Estee Lauder Modern MuseAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,2315,500,Externally Managed,Triggers,RTB,0.4,CPC,0.46,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,926,012i0000001EB0yAAG
0063100000fGlz2AAC,TurkeyLR:853,Banner,2016-05-01,2016-05-13,-108.7,Brissa20165Brissa - Lastik.com.trAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,539.73,Externally Managed,Triggers,Kadin,0.5,CPC,5.9653,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,2500,012i0000001EB0yAAG
0063100000fGm5PAAS,TurkeyLR:1925,Banner,2016-08-01,2016-08-30,2629,Nike20168Nike GS Forma Launch AgustosPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,15000,2124.4,Externally Managed,Triggers,Spor,0.6,CPC,0.1919,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,9000,012i0000001EB0yAAG
0063100000fGm5XAAS,TurkeyLR:218,Banner,2016-08-11,2016-08-30,4176,Vodafone20168Vodafone Donusen Tarife Contextual AgustosAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,10000,1044,Externally Managed,Triggers,Non VDF,0.8,CPC,0.75,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,8000,012i0000001EB0yAAG
0063100000fGm4UAAS,TurkeyLR:420,Banner,2016-07-01,2016-07-31,104.8,Elca Kozmetik20167EsteeLauder TemmuzReklamActionMS,Net Cost (Calc Margin),MediaTrader,ReklamAction,38,325,Externally Managed,Triggers,Kadin,0,CPC,-2.1011,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGlyAAAS,TurkeyLR:1423,Banner,2016-04-01,2016-04-30,2235,Elca Kozmetik20164Aveda NisanReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5526,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2000,012i0000001EB0yAAG
0063100000fGlyrAAC,TurkeyLR:1526,Banner,2016-05-04,2016-05-05,2005.6,Akbank20165Akbank BKEMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5014,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm6OAAS,TurkeyLR:1539,Banner,2016-09-09,2016-09-30,6950.4,Vodafone20169Vodafone Adaptive Tariff Standart EylulAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,10000,2000,Externally Managed,Triggers,Teknoloji,0.6,CPC,0.7122,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,6000,012i0000001EB0yAAG
0063100000fGm3qAAC,TurkeyLR:980,Banner,2016-06-01,2016-06-30,1083.2,Saxo Capital20166Saxo Capital Trader Go Display HaziranMedyanetMX,Net Cost (Calc Margin),MediaTrader,Medyanet,1667,812.4,Externally Managed,Triggers,Finans,0.8,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG
0063100000fGm3zAAC,TurkeyLR:1204,Banner,2016-06-01,2016-06-30,28.2,Beymen20166Beymen Interstitial HaziranMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,18.8,Externally Managed,Triggers,Alisveris,0.3,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,750,012i0000001EB0yAAG
0063100000fGm3cAAC,TurkeyLR:1208,Banner,2016-06-01,2016-06-27,3022.8,Akbank20166Akbank Ihtiyac Kredisi HaziranPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,10000,1783.8,Externally Managed,Triggers,Finans,0.4,CPC,0.4099,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,4000,012i0000001EB0yAAG
0063100000fGm6mAAC,TurkeyLR:312,Eylul Reporting,2016-10-01,2016-10-30,0,KKB201610KKB Kredi Notu EkimBannerConnectMC,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,51.99,Externally Managed,Triggers,Finans,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,0,012i0000001EB0yAAG
0063100000fGm4mAAC,TurkeyLR:526,Banner,2016-07-01,2016-07-31,47,Vodafone20167Vodafone Prepaid Lottery TemmuzGoClickMS,Net Cost (Calc Margin),MediaTrader,GoClick,2273,1.98,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.9579,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,909.09,012i0000001EB0yAAG
