Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000fGlwdAAC,TurkeyLR:1517,Banner,2016-02-01,2016-02-29,6030,Elca Kozmetik20162Clinique SubatAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,15075,1065,Externally Managed,Triggers,RTB,0.4,CPC,0.8234,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,6030,012i0000001EB0yAAG
0063100000fGlxcAAC,TurkeyLR:1940,Banner,2016-03-03,2016-03-31,2561.6,Vodafone20163Vodafone Corp CozumlerMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,665.6,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.7402,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm8QAAS,TurkeyLR:26,Banner,2016-11-11,2016-11-30,8352.8,Unico201611Unico KasimMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,500,Externally Managed,Triggers,Finans,0.6,CPC,0.9401,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1500,012i0000001EB0yAAG
0063100000fGm6iAAC,TurkeyLR:593,Ekim Reporting,2016-10-01,2016-10-30,0,Unico201610Unico Lansman EkimBannerConnectMEC,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,174.71,Externally Managed,Triggers,Sigorta,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,10000,012i0000001EB0yAAG
0063100000fGm40AAC,TurkeyLR:738,Banner,2016-06-21,2016-06-30,931.5,Burgan20166Burgan Bank HaziranPopmarkerMEC,Net Cost (Calc Margin),MediaTrader,Popmarker,5000,1000,Externally Managed,Triggers,Finans,0.5,CPC,-0.0735,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2500,012i0000001EB0yAAG
0063100000fGm7BAAS,TurkeyLR:1121,Banner,2016-10-01,2016-10-30,6513.6,Nike201610Nike Beautiful X EkimMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,10000,2000,Externally Managed,Triggers,Spor,0.6,CPC,0.693,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,6000,012i0000001EB0yAAG
0063100000fGm4kAAC,TurkeyLR:1670,Banner,2016-07-01,2016-07-31,8101.2,GE20167GE TemmuzPlistaMEC,Net Cost (Calc Margin),MediaTrader,Plista,0,0,Externally Managed,Triggers,RON,0.4,CPC,1,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,0,012i0000001EB0yAAG
0063100000fGm68AAC,TurkeyLR:615,Banner,2016-09-22,2016-09-30,1878.4,Mavi20169Mavi Lansman EylulAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,4000,800,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5741,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1600,012i0000001EB0yAAG
0063100000fGlwoAAC,TurkeyLR:1215,Banner,2016-02-19,2016-02-29,0,IKEA20162Ikea OnlineLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,4000,0,Externally Managed,Triggers,Alisveris,0.4,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGlz3AAC,TurkeyLR:1649,Banner,2016-05-01,2016-05-15,1858.2,Bridgestone20165Bridgestone Data TargetingMynetMC,Net Cost (Calc Margin),MediaTrader,Mynet,2667,647.4,Externally Managed,Triggers,Kadin,0.4,CPC,0.6516,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1066.67,012i0000001EB0yAAG
0063100000fGlxhAAC,TurkeyLR:1889,Mobile Banner,2016-03-17,2016-03-31,2600,Vodafone20163Vodafone Preject Atina Buyback MobilAdnboostMS,Net Cost (Calc Margin),MediaTrader,Adnboost,6500,1300,Externally Managed,Triggers,Cihaz,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2600,012i0000001EB0yAAG
0063100000fGlwdAAC,TurkeyLR:470,Banner,2016-02-01,2016-02-29,1448.4,Elca Kozmetik20162Clinique SubatAffoceanMS,Net Cost (Calc Margin),MediaTrader,Affocean,5000,724.2,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlyPAAS,TurkeyLR:660,Banner,2016-04-01,2016-04-30,0,Elca Kozmetik20164MAC NisanReklamActionMS,Net Cost (Calc Margin),MediaTrader,ReklamAction,0,130,Externally Managed,Triggers,Kadin,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGm40AAC,TurkeyLR:1666,Banner,2016-06-21,2016-06-30,1701.5,Burgan20166Burgan Bank HaziranReklamStoreMEC,Net Cost (Calc Margin),MediaTrader,ReklamStore,2000,400,Externally Managed,Triggers,Finans,0.5,CPC,0.7649,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGlx6AAC,TurkeyLR:1741,Banner,2016-03-04,2016-03-07,350,Teknosa20163Teknosa Turuncu IndirimMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000,193,Externally Managed,Triggers,Teknoloji,0.35,CPC,0.4486,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,350,012i0000001EB0yAAG
0063100000fGm3HAAS,TurkeyLR:444,Banner,2016-06-10,2016-06-12,1236,Elca Kozmetik20166Estee Lauder PleasuresAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,3000,600,Externally Managed,Triggers,Kadin,0.4,CPC,0.5146,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1200,012i0000001EB0yAAG
0063100000fGlxAAAS,TurkeyLR:1000,Banner,2016-03-11,2016-03-15,0,Saxo Capital20163Saxo Capital FX PriceAdmaticMX,Net Cost (Calc Margin),MediaTrader,Admatic,0,0,Externally Managed,Triggers,Ekonomi,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGm3SAAS,TurkeyLR:1127,Banner,2016-06-01,2016-06-20,115.2,KKB20166KKB TVC HaziranPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,10000,57,Externally Managed,Triggers,Finans,0.4,CPC,0.5052,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,4000,012i0000001EB0yAAG
0063100000fGlxOAAS,TurkeyLR:1331,Banner,2016-03-18,2016-03-31,1200,Akbank20163Akbank Axess Akaryakit MarketReklamstoreMC,Net Cost (Calc Margin),MediaTrader,Reklamstore,3000,600,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGm4iAAC,TurkeyLR:1544,Banner,2016-07-01,2016-07-31,2481.2,Michelin20167Michelin Prepurchase Standart TemmuzMynetMEC,Net Cost (Calc Margin),MediaTrader,Mynet,3333,145.8,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.9412,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG
0063100000fGm7QAAS,TurkeyLR:500,Ekim Reporting,2016-10-01,2016-10-30,0,Vodafone201610Vodafone OlympiaHuawei EkimBannerConnectMS,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,174.71,Externally Managed,Triggers,Iletisim,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,3333.33,012i0000001EB0yAAG
0063100000fGlxdAAC,TurkeyLR:1188,Banner,2016-03-09,2016-03-31,1600,Vodafone20163Vodafone DDZAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,4000,686.8,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5708,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGlwDAAS,TurkeyLR:1193,Mobile Banner,2016-01-01,2016-01-31,10000,Visa20161Platinum Masa Mobil DownloadAdnboostMEC,Net Cost (Calc Margin),MediaTrader,Adnboost,2500,7500,Externally Managed,Triggers,RON,4,CPD,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,10000,012i0000001EB0yAAG
0063100000fGm7ZAAS,TurkeyLR:1993,Banner,2016-10-01,2016-10-30,539.2,EsteeLauder201610Estee Lauder EkimMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,269.6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm8LAAS,TurkeyLR:112,Banner,2016-11-18,2016-11-28,5000,Vodafone201611Vodafone EBU Esnek Calisan Yabanci Siteler KasimGoClickMS,Net Cost (Calc Margin),MediaTrader,GoClick,12000,20,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.996,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4800,012i0000001EB0yAAG
0063100000fGlwVAAS,TurkeyLR:450,Banner,2016-02-12,2016-02-14,875,Bimeks20162Bimeks Samsung Galaxy S6AdinteractionMEC,Net Cost (Calc Margin),MediaTrader,Adinteraction,2500,500,Externally Managed,Triggers,Alisveris,0.35,CPC,0.4286,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,875,012i0000001EB0yAAG
0063100000fGm43AAC,TurkeyLR:1117,Banner,2016-06-01,2016-06-30,1932,Karcher20166Karcher Haziran Basincli Yikama HaziranLigatusMX,Net Cost (Calc Margin),MediaTrader,Ligatus,3429,1127,Externally Managed,Triggers,Seyahat,0.6,CPC,0.4167,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2057.14,012i0000001EB0yAAG
0063100000fGm7ZAAS,TurkeyLR:1470,Banner,2016-10-01,2016-10-30,16.8,EsteeLauder201610Estee Lauder EkimReklamactionMS,Net Cost (Calc Margin),MediaTrader,Reklamaction,0,390,Externally Managed,Triggers,Kadin,0.4,CPC,-22.2143,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGm7kAAC,TurkeyLR:303,Eylul Reporting,2016-10-01,2016-10-30,0,Renault201610Renault Megane Sedan 11 EkimBannerConnectMEC,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,51.99,Externally Managed,Triggers,Otomotiv,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,800,012i0000001EB0yAAG
0063100000fGm5LAAS,TurkeyLR:806,Banner,2016-08-01,2016-08-30,6000,Visa20168Visa PY Intext AgustosWellcleverMEC,Net Cost (Calc Margin),MediaTrader,Wellclever,15500,443.4,Externally Managed,Triggers,Finans,0.4,CPC,0.9261,From spreadsheet: Turkey LR - Campaign Data,Intext,Digital,6200,012i0000001EB0yAAG
0063100000fGlwLAAS,TurkeyLR:1066,Banner,2016-01-15,2016-01-31,3154.4,Vodafone20161Vodafone Yazar Kasa PosAdinteractionMS,Net Cost (Calc Margin),MediaTrader,Adinteraction,10000,1577.2,Externally Managed,Triggers,Esnaf,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG
0063100000fGlyhAAC,TurkeyLR:1150,Banner,2016-04-04,2016-04-30,5598.6,Nike20164Nike VictoryLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,25000,10000,Externally Managed,Triggers,Kadin,0.6,CPC,-0.7862,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,15000,012i0000001EB0yAAG
0063100000fGm8bAAC,TurkeyLR:1393,Banner,2016-11-01,2016-11-30,13425,Michelin201611Michelin Cross Climate Native KasimMynetMEC,Net Cost (Calc Margin),MediaTrader,Mynet,10000,2000,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.851,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,4000,012i0000001EB0yAAG
0063100000fGlw9AAC,TurkeyLR:10,Mobile Banner,2016-01-12,2016-01-31,1800,Akbank20161Axess Serbest Hesap MobilAdnboostMC,Net Cost (Calc Margin),MediaTrader,Adnboost,4500,900,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1800,012i0000001EB0yAAG
0063100000fGm42AAC,TurkeyLR:683,Banner,2016-06-01,2016-06-30,3150.8,Lufthansa20166Lufthansa Baseline HaziranReklamStoreMS,Net Cost (Calc Margin),MediaTrader,ReklamStore,11000,2363.1,Externally Managed,Triggers,Seyahat,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4400,012i0000001EB0yAAG
0063100000fGlwpAAC,TurkeyLR:60,Banner,2016-02-01,2016-02-29,70.7,Nike20162E-Comm LaunchMicrosoftMS,Net Cost (Calc Margin),MediaTrader,Microsoft,4348,46.46,Externally Managed,Triggers,Spor,0.35,CPC,0.3429,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1521.74,012i0000001EB0yAAG
0063100000fGm2lAAC,TurkeyLR:307,Banner,2016-05-02,2016-05-31,3000,Saxo Capital20165Saxo Capital Trader Go NativeLigatusMX,Net Cost (Calc Margin),MediaTrader,Ligatus,3750,1490,Externally Managed,Triggers,Finans,0.8,CPC,0.5033,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,3000,012i0000001EB0yAAG
0063100000fGlxgAAC,TurkeyLR:465,Banner,2016-03-17,2016-03-31,963.2,Vodafone20163Vodafone Preject Atina Buyback LGDeskfiveMS,Net Cost (Calc Margin),MediaTrader,Deskfive,4000,481.6,Externally Managed,Triggers,Cihaz,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGm7QAAS,TurkeyLR:1130,Banner,2016-10-01,2016-10-30,1794.5,Vodafone201610Vodafone OlympiaHuawei EkimAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,6667,729.58,Externally Managed,Triggers,Iletisim,0.5,CPC,0.5934,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,3333.33,012i0000001EB0yAAG
0063100000fGm41AAC,TurkeyLR:1468,Banner,2016-06-21,2016-06-30,0,Lilly20166Lilly HaziranAppnexusMEC,Net Cost (Calc Margin),MediaTrader,Appnexus,10000,0,Externally Managed,Triggers,Alisveris,0.6,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,6000,012i0000001EB0yAAG
0063100000fGm2hAAC,TurkeyLR:1552,Banner,2016-04-06,2016-04-30,1169.4,KKB20164KKB TVCMoveMC,Net Cost (Calc Margin),MediaTrader,Move,6000,1500,Externally Managed,Triggers,Kadin,0.4,CPC,-0.2827,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGlweAAC,TurkeyLR:395,Banner,2016-02-01,2016-02-29,2017.6,Elca Kozmetik20162Esteelauder SubatLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,6667,1513.2,Externally Managed,Triggers,Kadin,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2666.67,012i0000001EB0yAAG
0063100000fGm3NAAS,TurkeyLR:1255,Banner,2016-06-01,2016-06-17,270,TFKB20166TFKB TFX TargetAreklamMS,Net Cost (Calc Margin),MediaTrader,Areklam,2500,135,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGlwYAAS,TurkeyLR:1344,Banner,2016-02-01,2016-02-15,600,Akbank20162Akbank MTVMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500,300,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,600,012i0000001EB0yAAG
0063100000fGlymAAC,TurkeyLR:1975,Banner,2016-04-11,2016-04-30,3047.6,Vodafone20164Vodafone Red BeymenAdinteractionMS,Net Cost (Calc Margin),MediaTrader,Adinteraction,6000,1200,Externally Managed,Triggers,Kadin,0.4,CPC,0.6062,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGPjvAAG,TurkeyLR:96,Banner,2016-02-01,2016-02-29,713.6,Lufthansa20162Lufthansa BaselineDeskfiveMS,Net Cost (Calc Margin),MediaTrader,Deskfive,5000,356.8,Externally Managed,Triggers,Seyahat,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm2UAAS,TurkeyLR:1026,Banner,2016-05-06,2016-05-15,592.8,Vodafone20165Vodafone KibeleMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,3000,296.4,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGlxuAAC,TurkeyLR:1278,Banner,2016-04-04,2016-04-14,268.8,Saxo Capital20164Saxo Capital Seminer John HardyMedyanetMX,Net Cost (Calc Margin),MediaTrader,Medyanet,333,200,Externally Managed,Triggers,Kadin,0.8,CPC,0.256,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,266.67,012i0000001EB0yAAG
0063100000fGm7bAAC,TurkeyLR:1371,Banner,2016-10-01,2016-10-30,2960,Clinique201610Clinique RT EkimMainAdMS,Net Cost (Calc Margin),MediaTrader,MainAd,25000,1480,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,10000,012i0000001EB0yAAG
0063100000fGlyRAAS,TurkeyLR:229,Banner,2016-04-20,2016-04-30,4555.2,Mavi20164Mavi SS16 NisanPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,15000,2277.6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,6000,012i0000001EB0yAAG
0063100000fGm2mAAC,TurkeyLR:427,Banner,2016-05-10,2016-05-31,699.2,Zorlu PSM20165Zorlu THY Miles&SmilesReklamstoreMC,Net Cost (Calc Margin),MediaTrader,Reklamstore,2000,500,Externally Managed,Triggers,Kadin,0.4,CPC,0.2849,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,800,012i0000001EB0yAAG
0063100000fGlwGAAS,TurkeyLR:635,Banner,2016-01-25,2016-01-31,900,Vodafone20161Vodafone D&RPopMarkerMS,Net Cost (Calc Margin),MediaTrader,PopMarker,2250,450,Externally Managed,Triggers,Alisveris,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,900,012i0000001EB0yAAG
0063100000fGlxkAAC,TurkeyLR:983,Banner,2016-03-17,2016-03-31,732.8,Vodafone20163Vodafone Project Atina Buyback DisplayMicrosoftMS,Net Cost (Calc Margin),MediaTrader,Microsoft,4348,421.36,Externally Managed,Triggers,Cihaz,0.4,CPC,0.425,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1739.13,012i0000001EB0yAAG
0063100000fGm6qAAC,TurkeyLR:1186,Text (Temmuz),2016-10-01,2016-10-30,0,Akbank201610Akbank GGP EkimGrapeshootMC,Net Cost (Calc Margin),MediaTrader,Grapeshoot,5000,36.22,Externally Managed,Triggers,Finans,0.4,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Contextual,Digital,2000,012i0000001EB0yAAG
0063100000fGlvsAAC,TurkeyLR:158,Banner,2015-12-01,2015-12-31,0,Mavi20151Mavi Jeans AralikMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,4000,196.25,Externally Managed,Triggers,RON,0.4,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGm7ZAAS,TurkeyLR:932,Banner,2016-10-01,2016-10-30,-960.4,EsteeLauder201610Estee Lauder EkimAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,10000,2000,Externally Managed,Triggers,Kadin,0.4,CPC,3.0825,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,4000,012i0000001EB0yAAG
0063100000fGlwnAAC,TurkeyLR:25,Banner,2016-02-23,2016-02-29,0,Burgan20162Burgan FXLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,3333,0,Externally Managed,Triggers,Alisveris,0.5,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1666.67,012i0000001EB0yAAG
0063100000fGm3oAAC,TurkeyLR:775,Banner,2016-06-01,2016-06-30,23,Kaplankaya20166Kaplankaya HaziranAppnexusMX,Net Cost (Calc Margin),MediaTrader,Appnexus,0,23.7,Externally Managed,Triggers,Finans,0.5,CPC,-0.0304,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,0,012i0000001EB0yAAG
0063100000fGPjvAAG,TurkeyLR:1748,Banner,2016-02-01,2016-02-29,354.8,Lufthansa20162Lufthansa BaselineMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,5000,266.1,Externally Managed,Triggers,Seyahat,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm3pAAC,TurkeyLR:698,Banner,2016-06-01,2016-06-30,2154.8,Mavi20166Mavi i love mavi HaziranAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,6000,1200,Externally Managed,Triggers,Kadin,0.4,CPC,0.4431,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,2400,012i0000001EB0yAAG
0063100000fGlwpAAC,TurkeyLR:847,Banner,2016-02-01,2016-02-29,0,Nike20162E-Comm LaunchPopMarkerMS,Net Cost (Calc Margin),MediaTrader,PopMarker,5000,0,Externally Managed,Triggers,Spor,0.35,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1750,012i0000001EB0yAAG
0063100000fGlwbAAC,TurkeyLR:931,Banner,2016-02-19,2016-02-22,1950,Bimeks20162Bimeks BiPara Faz2AdinteractionMEC,Net Cost (Calc Margin),MediaTrader,Adinteraction,6500,1300,Externally Managed,Triggers,Alisveris,0.3,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1950,012i0000001EB0yAAG
0063100000fGlxbAAC,TurkeyLR:1411,Banner,2016-02-15,2016-02-29,1432,Vodafone20162Vodafone BJKReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,3000,600,Externally Managed,Triggers,Erkek,0.4,CPC,0.581,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGm4jAAC,TurkeyLR:351,Banner,2016-07-13,2016-07-31,627,Shell20167WTS TemmuzAdmaticMC,Net Cost (Calc Margin),MediaTrader,Admatic,10000,260,Externally Managed,Triggers,RON,0.4,CPC,0.5853,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG
0063100000fGlxrAAC,TurkeyLR:1449,Banner,2016-04-01,2016-04-09,1232,RedBull20164Anadolu Break IzmirReklamstoreMEC,Net Cost (Calc Margin),MediaTrader,Reklamstore,4000,616,Externally Managed,Triggers,Kadin,0.5,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlwqAAC,TurkeyLR:1913,Banner,2016-02-01,2016-02-29,1593,Arzum20162Face CleansingLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,4000,1196.4,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.249,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1600,012i0000001EB0yAAG
0063100000fGm6YAAS,TurkeyLR:55,Banner,2016-09-22,2016-09-30,2294.8,Castrol20169Castrol Carama EylulAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,6500,1208.6,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.4733,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2600,012i0000001EB0yAAG
0063100000fGm8PAAS,TurkeyLR:755,Banner,2016-11-01,2016-11-30,10992.4,BobbiBrown201611Bobbi Brown KasimLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,6667,1125.9,Externally Managed,Triggers,Kadin,0.4,CPC,0.8976,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2666.8,012i0000001EB0yAAG
0063100000fGm6BAAS,TurkeyLR:963,Banner,2016-09-01,2016-09-30,788.8,Saxo Capital20169Saxo Capital Seminer EylulAdmaticMX,Net Cost (Calc Margin),MediaTrader,Admatic,1000,197.2,Externally Managed,Triggers,Finans,0.8,CPC,0.75,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,800,012i0000001EB0yAAG
0063100000fGm2hAAC,TurkeyLR:1239,Banner,2016-03-09,2016-03-31,1333.33,KKB20163KKB TVCMynetMC,Net Cost (Calc Margin),MediaTrader,Mynet,3333,1000,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG
0063100000fGm4tAAC,TurkeyLR:1414,Banner,2016-07-01,2016-07-31,85.2,Vodafone20167Vodafone Residential Apollo TemmuzMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,42.6,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm5QAAS,TurkeyLR:221,Banner,2016-08-01,2016-08-30,4495.05,Nike20168Nike RIO Olympics AgustosMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,10000,1997.8,Externally Managed,Triggers,Spor,0.45,CPC,0.5556,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4500,012i0000001EB0yAAG
0063100000fGm47AAC,TurkeyLR:565,Banner,2016-06-09,2016-06-30,548.3,Shell20166Shell Helix HaziranReklamStoreMC,Net Cost (Calc Margin),MediaTrader,ReklamStore,2500,357.6,Externally Managed,Triggers,Otomotiv,0.35,CPC,0.3478,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,875,012i0000001EB0yAAG
0063100000fGm73AAC,TurkeyLR:780,Banner,2016-10-01,2016-10-30,76,RedBull201610Redbull Mind Game Eskisehir EkimGoClickMEC,Net Cost (Calc Margin),MediaTrader,GoClick,909,18.92,Externally Managed,Triggers,LifeStyle,0.6,CPC,0.7511,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,545.4,012i0000001EB0yAAG
0063100000fGm5HAAS,TurkeyLR:989,Banner,2016-08-01,2016-08-30,10000,Beymen20168Agustos KampanyasiAdmaticMEC,Net Cost (Calc Margin),MediaTrader,Admatic,34000,6800,Externally Managed,Triggers,Alisveris,0.3,CPC,0.32,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,10200,012i0000001EB0yAAG
