Opportunity__c,External_Id__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c
006630000042dGNAAY,490178881,Xaxis Mobil,5/1/2016,5/31/2016,5625,Shell0516_Helix_Mobile_Rich_Media_Move_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Move,750000,5624.59,Externally Managed,Triggers,Selected Sites,7.5,cpm,0.6,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bXSAAY,333758739,Xaxis Rich Media,1/15/2016,1/18/2016,1700,Teknosa0116_Turuncu_Indirim_Faz3_Interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,400000,1250,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bXMAAY,-1769544621,Xaxis Rich Media,1/1/2016,1/10/2016,1194.25,Avivasa_0116_Ocak_Interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,281000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYhAAI,1219965564,Xaxis Display Plus,2/1/2016,2/14/2016,7.5,GSK0216_Sensodyne_Hypernova_Faz3_Ligatus_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Ligatus,7500,0,Externally Managed,Triggers,Selected Sites,1,cpc,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfTAAQ,-1259512789,Xaxis Seeding,5/15/2016,5/21/2016,3.75,Nike0516_Woman_Race_Seeding_Clipkit_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clipkit,6250,3313,Externally Managed,Triggers,Selected Sites,0.6,cpc,0.2454,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baBAAQ,1849456020,Xaxis Rich Media,3/25/2016,3/28/2016,1062.5,Teknosa0316_Turuncu_Faz4_Bond_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,250000,750,Externally Managed,Triggers,Interstitial,4.25,cpm,0.1684,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYqAAI,963052157,Xaxis Display Plus,2/5/2016,2/25/2016,1500,Xerox0216_Reklamstore_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Reklamstore,1500000,1250,Externally Managed,Triggers,Selected Sites,1,cpm,0.796,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ceBAAQ,-1756195300,Xaxis Rich Media,4/1/2016,4/30/2016,425,Zorlu0416_THY_Shop&Miles_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,100000,425,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYjAAI,2038037642,Xaxis Rich Media,2/9/2016,2/14/2016,2200,Altinbas0216_Sevgililer_Gunu_Acunn_interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,550000,2005,Externally Managed,Triggers,Interstitial,4,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYsAAI,1083720511,Xaxis Display Plus,2/10/2016,2/25/2016,1200,Vodafone0216_Jumper_Akil_Kupu_Medyanet_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1500000,1047.17,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.875,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZnAAI,-2060263069,Xaxis Rich Media,3/4/2016,3/8/2016,1125,Bimeks0316_Kdv_Kadar_Bi_Para_Faz1_Medyanet_Intersitital_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,250000,1125,Externally Managed,Triggers,Selected Sites,4.5,cpm,0.8889,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdAAAQ,-1104954773,Xaxis Lookalike,3/1/2016,3/30/2016,3900,Vodafone0316_Corp_Cozumler_Digitalm_LAL_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,3000000,3351.93,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.8462,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baKAAQ,38345882,Xaxis Rich Media,3/1/2016,3/30/2016,3200,Burgan0316_Fx_Medyanet_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,800000,2675,Externally Managed,Triggers,Interstitial,4,cpm,0.8505,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042baVAAQ,1709202071,Xaxis Lookalike,3/25/2016,3/30/2016,750,Pandora0316_Spring_Summer_Medyanet_LAL_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,500000,750,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.9333,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cebAAA,1548996200,Xaxis Tv,4/14/2016,4/30/2016,1500,Vodafone0416_Heroes_Samsung_7_Preroll_Zapkolik_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitals,50000,2036.16,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.5089,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bZ0AAI,1749051976,Xaxis Rich Media,2/23/2016,2/29/2016,1000,BurganBank0216_Forex_Medyanet_intersitital_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,250000,960.44,Externally Managed,Triggers,Interstitial,4,cpm,0.8699,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cfXAAQ,618325026,Xaxis Rich Media,5/18/2016,5/23/2016,2975,IKEA0516_Peak_Day_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,700000,2991.6,Externally Managed,Triggers,Interstitial,4.25,cpm,0.883,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cdQAAQ,1299931326,Xaxis Rich Media,4/14/2016,4/14/2016,1062.5,Teknosa0416_Derbi_Iletisimi_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,250000,964.86,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042baUAAQ,-1658925133,Xaxis Tv,3/7/2016,3/30/2016,1500,Lactamil0316_Emziren_Anneler_Acunn_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,50000,902.16,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bXTAAY,189277166,Xaxis Tv,1/8/2016,1/18/2016,660,Karcher_0116_Ocak_Preroll_Acunn_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,20000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042ceDAAQ,1716185147,Xaxis Display Plus,4/18/2016,4/30/2016,4500,Visa0416_Formula_E_interest_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,3000000,4500,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.8667,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdvAAA,-1268189615,Xaxis Display Plus,4/1/2016,4/30/2016,1000,Akbank0416_Click_To_Call_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,1000,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdZAAQ,1048374934,Xaxis Display Plus,4/1/2016,4/18/2016,800,Arzum0416_50.Yil_interest_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,500000,798.1,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.875,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdLAAQ,-1586294533,Xaxis Rich Media,4/1/2016,4/6/2016,4250,Bridgestone0416_Imaj_Kampanyasi_Acunn_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,1000000,2979.19,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYSAAY,-455048360,Xaxis Display Plus,1/22/2016,1/31/2016,2500,Huawei0116_Mate_S_interest_Medyanet_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1250000,1559,Externally Managed,Triggers,Selected Sites,2,cpm,0.9198,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfNAAQ,-1580732984,Xaxis Rich Media,5/13/2016,5/16/2016,1275,Teknosa0516_Turuncu_indirim_13-16_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,300000,1275,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZXAAY,-129143531,Xaxis Display Plus,2/16/2016,2/29/2016,910,Vestel0216_LCD_Medyanet_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,700000,1032.9,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9322,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdWAAQ,1354873994,Xaxis Display Plus,4/2/2016,4/17/2016,1600,Redbull0416_AnadoluBreak_interest_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,1634.86,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9388,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfLAAQ,-712285964,Xaxis Display Plus,5/1/2016,5/15/2016,650,Lassa0516_Satis_Kampanyasi_interest_Hurriyetemlak_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Hurriyetemlak,500000,820.55,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9086,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cffAAA,66096302,Xaxis Display Plus,5/9/2016,5/29/2016,1800,Tadim0516_Meyvegiller_interest_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,600000,1800,Externally Managed,Triggers,Selected Sites,3,cpm,0.9334,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042dGQAAY,233714072,Xaxis Display Plus,5/13/2016,5/31/2016,2000,Shell0516_Rimula_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,2000000,2022.74,Externally Managed,Triggers,Selected Sites,1,cpm,0.8022,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baOAAQ,1383218764,Xaxis Rich Media,3/1/2016,3/30/2016,425,Zorlu0316_Shop&Miles_Medyanet_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,100000,402,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8756,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042baOAAQ,-2064297869,Xaxis Rich Media,3/1/2016,3/30/2016,212.5,Zorlu0316_Shop&Miles_Digitalm_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,50000,212.5,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ba8AAA,-1828810309,Xaxis Tv,3/1/2016,3/27/2016,4000,Dogus0316_Glamour_Midyo_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,100000,3465,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.8557,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042baNAAQ,-799104063,Xaxis Display Plus,3/10/2016,3/30/2016,3600,Ford0316_Tip_Bayrami_Medyanet_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,2250000,2171,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8964,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYpAAI,-627258257,Xaxis Rich Media,2/18/2016,2/23/2016,1125,Bimeks0216_Binlerce_urune_Kdv_Kadar_Bi_Para_DeskFive_interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Desk Five,250000,1175,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4681,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYZAAY,-961875814,Xaxis Rich Media,2/1/2016,2/7/2016,1275,Ikea0216_Somestr_Interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,300000,1050,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8582,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042baGAAQ,1270603498,Xaxis Display Plus,3/1/2016,3/30/2016,1000,Akbank0316_Kobi_Danismanlik_Medyanet_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,1000,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cd0AAA,834618710,Xaxis Tv,3/11/2016,3/30/2016,660,GSK0316_Corega_Matrouge_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Matrouge,20000,618.59,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.3939,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042dGdAAI,729308103,Xaxis Rich Media,5/20/2016,5/31/2016,800,Vodafone0516_Red_Gladiators_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,0,Externally Managed,Triggers,Interstitial,0.8,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZUAAY,1133285037,Xaxis Display Plus,2/1/2016,2/29/2016,2400,Arzum0216_Face_Cleasing_Pro_Medyanet_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1500000,1615,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9071,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baCAAQ,-335361011,Xaxis Display Plus,3/8/2016,3/28/2016,2400,Vodafone0316_Project_Keops_Bond_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,3000000,1537.99,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.8739,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfPAAQ,-696226595,Xaxis Display Plus,5/1/2016,5/20/2016,2400,Vodafone0516_Kibele_interest_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Appnexus,3000000,2385.45,Externally Managed,Triggers,Selected Sites,0.8,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZ4AAI,1094162269,Xaxis Tv,2/16/2016,2/29/2016,900,Biscolata0216_Pia_Midyo_Preroll_ONE,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,30000,900,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.8333,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042ba8AAA,-696695121,Xaxis Tv,3/1/2016,3/27/2016,2000,Dogus0316_Glamour_Acunn_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,50000,2000.36,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bXKAAY,-355506799,Xaxis Display Plus,1/1/2016,1/7/2016,2600,ElcaKozmetik0116_Michael_Kors_interest_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,2000000,2132,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9062,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfBAAQ,-142222046,Xaxis SYNC,5/1/2016,5/13/2016,4020,Avon0516_Dreams_SYNC_Clipkit_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clipkit,67000,3980,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3771,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYDAAY,-1103442313,Xaxis Display Plus,1/25/2016,1/31/2016,800,Arzum0116_Face_Cleasing_interest_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,500000,807.96,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9381,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bXMAAY,885988265,Xaxis Rich Media,1/1/2016,1/10/2016,1194.25,Avivasa_0116_Ocak_Interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,281000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cfaAAA,-1335299379,Xaxis Tv,5/1/2016,5/26/2016,11880,Canbebe0516_Lansman_Preroll_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,360000,11911.52,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6373,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cdZAAQ,-1500339540,Xaxis Display Plus,4/1/2016,4/18/2016,400,Arzum0416_50.Yil_interest_Clickvol_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,250000,57.47,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.6875,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042dGRAAY,-1960803013,Xaxis Display Plus,5/1/2016,5/31/2016,2500,Shell0516_Tasit_Tanima_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,2500000,1410,Externally Managed,Triggers,Selected Sites,1,cpm,0.8227,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfVAAQ,1154201482,Xaxis Rich Media,5/19/2016,5/22/2016,1275,Teknosa0516_Genclik_iletisimi_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,300000,896.96,Externally Managed,Triggers,Interstitial,4.25,cpm,0.5512,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZKAAY,1454571387,Xaxis Rich Media,2/16/2016,2/29/2016,2125,IKEA_Mutfak_Digitalm_interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,500000,4604,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7285,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042dGlAAI,1195953432,Xaxis Display Plus,5/5/2016,5/31/2016,0,Renault0516_LCV_interest_GoogleAdx_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Google,0,0,Externally Managed,Triggers,Selected Sites,1.8,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bXfAAI,-637594059,Xaxis Display Plus,1/14/2016,1/27/2016,750,Danone0116_Uzmana_Sor_Interest_Clickvol_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,500000,207.07,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.6667,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZHAAY,1928121126,Xaxis Tv,2/3/2016,2/29/2016,150,Danon0216_Bebelac_Gold_Sem_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Sem Digital,5000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYqAAI,-1955719031,Xaxis Display Plus,2/5/2016,2/25/2016,1000,Xerox0216_Medyanet_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,1000,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bXPAAY,1758654640,Xaxis Display Plus,1/1/2016,1/14/2016,2000,GSK0116_Sensodyne_Hypernova_interest_Popmarker_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Popmarker,2000000,1172.03,Externally Managed,Triggers,Selected Sites,1,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfcAAA,1682461988,Xaxis Display Plus,5/1/2016,5/27/2016,6750,Dogus0516_Glamour_Widget_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1500000,2458.47,Externally Managed,Triggers,Selected Sites,4.5,cpm,0.9266,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cetAAA,640052744,Xaxis Display Plus,5/5/2016,5/6/2016,1000,Gratis0516_Anneler_Gunu_interest_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1000000,1009.45,Externally Managed,Triggers,Selected Sites,1,cpm,0.8019,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZDAAY,39991501,Xaxis Lookalike,2/8/2016,2/29/2016,350,Bayer0216_KSTV_Sem_LAL_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Sem Digital,250000,466.09,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.8927,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cf3AAA,-1585089623,Xaxis Tv,5/1/2016,5/7/2016,1625,Altinbas0516_Anneler_Gunu_Preroll_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,50000,1625,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8462,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYkAAI,473513921,Xaxis Tv,2/9/2016,2/14/2016,162.5,Altinbas0216_Sevgililer_Gunu_Matrouge_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Matrouge,5000,210.54,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.525,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042dGQAAY,-544345080,Xaxis Display Plus,5/13/2016,5/31/2016,2750,Shell0516_Rimula_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,2750000,1455.26,Externally Managed,Triggers,Selected Sites,1,cpm,0.5994,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfNAAQ,1983549709,Xaxis Rich Media,5/13/2016,5/16/2016,637.5,Teknosa0516_Turuncu_indirim_13-16_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,150000,637.5,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bXbAAI,379261711,Xaxis Rich Media,1/22/2016,1/25/2016,1062.5,Teknosa0116_Turuncu_Indirim_Faz4_Interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,250000,1088.25,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8851,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYDAAY,961868193,Xaxis Display Plus,1/25/2016,1/31/2016,1600,Arzum0116_Face_Cleasing_interest_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1000000,1629.11,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8772,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ceNAAQ,-1868538555,Xaxis Rich Media,4/6/2016,4/30/2016,1062.5,IKEA0416_Bahar_Yaz_interstitial_Clickvol_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,250000,20,Externally Managed,Triggers,Interstitial,4.25,cpm,0.0394,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
