Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000emtL8AAI,TurkeyOpp-1934,Xaxis TV,2016-03-18,2016-03-30,1980.66,Michelin0316_Ps4_Crep_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,Crep Digital,50000,1125,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.432,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000emtL8AAI,TurkeyOpp-510,Xaxis TV,2016-03-18,2016-03-30,2335,Michelin0316_Ps4_Bond_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,100000,1178.82,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.4952,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000emtL8AAI,TurkeyOpp-2586,Xaxis TV,2016-03-18,2016-03-30,3338.12,Michelin0316_Ps4_Midyo_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,100000,500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8502,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000emtL8AAI,TurkeyOpp-1364,Xaxis TV,2016-03-18,2016-03-30,2487.41,Michelin0316_Ps4_Acunn_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,75000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2475,012i0000001EB0yAAG
0063100000emtL8AAI,TurkeyOpp-929,Xaxis TV,2016-03-18,2016-03-30,3059.69,Michelin0316_Ps4_Digitalm_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,100000,556.31,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8182,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000emtMgAAI,TurkeyOpp-2448,Xaxis TV,2016-04-15,2016-04-30,6000,MIchelin0416_Cross_Climate_Audio_Recognation_Digitalmarcom_MEC,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,100000,3700,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3833,From spreadsheet: Turkey | Campaign Data,Online Video,Video,6000,012i0000001EB0yAAG
0063100000emtMhAAI,TurkeyOpp-2078,Xaxis TV,2016-04-15,2016-04-30,3271.16,Michelin0416_Cross_Climate_preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,100000,1000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6943,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3250,012i0000001EB0yAAG
0063100000emtMhAAI,TurkeyOpp-2131,Xaxis TV,2016-04-15,2016-04-30,427.73,Michelin0416_Cross_Climate_preroll_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,100000,78.97,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8154,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3250,012i0000001EB0yAAG
0063100000emtMhAAI,TurkeyOpp-574,Xaxis TV,2016-04-15,2016-04-30,3080.71,Michelin0416_Cross_Climate_preroll_ Midyo_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,110000,473.96,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8462,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3575,012i0000001EB0yAAG
0063100000emtMiAAI,TurkeyOpp-952,Xaxis TV,2016-04-01,2016-04-30,6000,Michelin0416_Ps4_Audio_Recognation_DigitalMarcom_MEC,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,100000,3700,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3833,From spreadsheet: Turkey | Campaign Data,Online Video,Video,6000,012i0000001EB0yAAG
0063100000emtMjAAI,TurkeyOpp-955,Xaxis TV,2016-04-01,2016-04-30,2910,Michelin0416_Ps4_preroll_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,100000,385.02,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8677,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000emtMjAAI,TurkeyOpp-2075,Xaxis TV,2016-04-01,2016-04-30,3293.24,Michelin0416_Ps4_preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,100000,997.95,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.697,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000emtMjAAI,TurkeyOpp-1041,Xaxis TV,2016-04-01,2016-04-30,3306.93,Michelin0416_Ps4_preroll_BondDigital_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,100000,1500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5464,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000emtMjAAI,TurkeyOpp-760,Xaxis TV,2016-04-01,2016-04-30,1790.58,Michelin0416_Ps4_preroll_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,90000,271.3,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8485,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2970,012i0000001EB0yAAG
0063100000emtMkAAI,TurkeyOpp-1215,Xaxis Display Plus,2016-04-22,2016-04-30,2964,Michelin0416_Thy_interest_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,1000000,166.54,Externally Managed,Triggers,Selected Sites,3,cpm,0.9438,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3000,012i0000001EB0yAAG
0063100000emtMkAAI,TurkeyOpp-74,Xaxis Display Plus,2016-04-22,2016-04-30,0.77,Michelin0416_Thy_interest_maxad_MEC,Net Cost (Calc Margin),MediaTrader,Maxad,2000,76.5,Externally Managed,Triggers,Selected Sites,3,cpc,-99,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,6,012i0000001EB0yAAG
0063100000emtMkAAI,TurkeyOpp-1722,Xaxis Display Plus,2016-04-22,2016-04-30,1.02,Michelin0416_Thy_interest_Ligatus_MEC,Net Cost (Calc Margin),MediaTrader,Ligatus,3333,100,Externally Managed,Triggers,Selected Sites,3,cpc,-97.0392,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,10,012i0000001EB0yAAG
0063100000emtMkAAI,TurkeyOpp-1326,Xaxis Display Plus,2016-04-22,2016-04-30,0,Michelin0416_Thy_interest_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,Google,0,31,Externally Managed,Triggers,Selected Sites,3,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000emtMkAAI,TurkeyOpp-1523,Xaxis Display Plus,2016-04-22,2016-04-30,1973.26,Michelin0416_Thy_interest_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,750000,328.88,Externally Managed,Triggers,Selected Sites,3,cpm,0.8333,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2250,012i0000001EB0yAAG
0063100000emtMkAAI,TurkeyOpp-1506,Xaxis Display Plus,2016-04-22,2016-04-30,1524.34,Michelin0416_Thy_interest_Reklamstore_MEC,Net Cost (Calc Margin),MediaTrader,Reklamstore,500000,625,Externally Managed,Triggers,Selected Sites,3,cpm,0.59,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000emtMkAAI,TurkeyOpp-741,Xaxis Display Plus,2016-04-22,2016-04-30,287.05,Michelin0416_Thy_interest_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,Appnexus,150000,32,Externally Managed,Triggers,Selected Sites,3,cpm,0.8885,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,450,012i0000001EB0yAAG
0063100000emtOXAAY,TurkeyOpp-740,Xaxis Display Plus,2016-05-01,2016-05-31,2880,MIchelin0516_Cross_Climate_300x250_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,400000,200,Externally Managed,Triggers,Selected Sites,8,cpm,0.9306,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3200,012i0000001EB0yAAG
0063100000emtOYAAY,TurkeyOpp-2137,Xaxis TV,2016-05-01,2016-05-31,6000,Michelin0516_Cross_Climate_Audio_recognation_Digitalmarcom_MEC,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,100000,3800,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3667,From spreadsheet: Turkey | Campaign Data,Online Video,Video,6000,012i0000001EB0yAAG
0063100000emtOZAAY,TurkeyOpp-1539,Xaxis TV,2016-05-01,2016-05-31,9595.4,MIchelin0516_Cross_Climate_Preroll_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,400000,2000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.7916,From spreadsheet: Turkey | Campaign Data,Online Video,Video,13000,012i0000001EB0yAAG
0063100000emtOZAAY,TurkeyOpp-621,Xaxis TV,2016-05-01,2016-05-31,4875,MIchelin0516_Cross_Climate_Preroll_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,150000,2250,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5385,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4875,012i0000001EB0yAAG
0063100000emtOZAAY,TurkeyOpp-1561,Xaxis TV,2016-05-01,2016-05-31,3250,MIchelin0516_Cross_Climate_Preroll_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,100000,587.65,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8192,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3250,012i0000001EB0yAAG
0063100000emtOaAAI,TurkeyOpp-2297,Xaxis Display Plus,2016-05-01,2016-05-31,4000,Michelin0516_Thy_interest_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500000,156.97,Externally Managed,Triggers,Selected Sites,3,cpm,0.9608,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,7500,012i0000001EB0yAAG
0063100000emtOaAAI,TurkeyOpp-1295,Xaxis Display Plus,2016-05-01,2016-05-31,113,Michelin0516_Thy_interest_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,2500000,493.45,Externally Managed,Triggers,Selected Sites,3,cpm,-3.3668,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,7500,012i0000001EB0yAAG
0063100000emtOaAAI,TurkeyOpp-2295,Xaxis Display Plus,2016-05-01,2016-05-31,2708,Michelin0516_Thy_interest_Ligatus_MEC,Net Cost (Calc Margin),MediaTrader,Ligatus,2993,750,Externally Managed,Triggers,Selected Sites,3,cpc,0.723,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,8.98,012i0000001EB0yAAG
0063100000emtOaAAI,TurkeyOpp-1198,Xaxis Display Plus,2016-05-01,2016-05-31,3.56,Michelin0516_Thy_interest_Maxad_MEC,Net Cost (Calc Margin),MediaTrader,Maxad,1187,357,Externally Managed,Triggers,Selected Sites,3,cpc,-99.2527,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3.56,012i0000001EB0yAAG
0063100000emtOaAAI,TurkeyOpp-494,Xaxis Display Plus,2016-05-01,2016-05-31,2507,Michelin0516_Thy_interest_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,Appnexus,1500000,7558,Externally Managed,Triggers,Selected Sites,3,cpm,-2.0148,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,4500,012i0000001EB0yAAG
0063100000emtOaAAI,TurkeyOpp-271,Xaxis Display Plus,2016-05-01,2016-05-31,3108.54,Michelin0516_Thy_interest_reklamstore_MEC,Net Cost (Calc Margin),MediaTrader,Reklamstore,1000000,1250,Externally Managed,Triggers,Selected Sites,3,cpm,0.5979,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3000,012i0000001EB0yAAG
0063100000emtOaAAI,TurkeyOpp-1356,Xaxis Display Plus,2016-05-01,2016-05-31,0,Michelin0516_Thy_interest_GoogleAdx_MEC,Net Cost (Calc Margin),MediaTrader,Google,0,0,Externally Managed,Triggers,Selected Sites,3,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000emtQ5AAI,TurkeyOpp-133,Xaxis TV,2016-06-10,2016-06-30,6000,Michelin0616_8000KM_Offmarket_Audio_Recognation_Digitalmarcom_MEC,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,100000,3900,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.35,From spreadsheet: Turkey | Campaign Data,Online Video,Video,6000,012i0000001EB0yAAG
0063100000emtQ6AAI,TurkeyOpp-137,Xaxis Display Plus,2016-06-09,2016-06-30,3600,Michelin0616_8000KM_Offmarket_interest_Dogus_MEC,Net Cost (Calc Margin),MediaTrader,Dogus,2000000,700,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.8056,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3600,012i0000001EB0yAAG
0063100000emtQ6AAI,TurkeyOpp-1839,Xaxis Display Plus,2016-06-09,2016-06-30,2361.53,Michelin0616_8000KM_Offmarket_interest_Hurriyetemlak_MEC,Net Cost (Calc Margin),MediaTrader,Hurriyetemlak,1000000,150,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.9365,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1800,012i0000001EB0yAAG
0063100000emtQ6AAI,TurkeyOpp-2045,Xaxis Display Plus,2016-06-09,2016-06-30,1721.61,Michelin0616_8000KM_Offmarket_interest_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,95.64,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.9444,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1800,012i0000001EB0yAAG
0063100000emtQ6AAI,TurkeyOpp-682,Xaxis Display Plus,2016-06-09,2016-06-30,1725.89,Michelin0616_8000KM_Offmarket_interest_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,1000000,191.77,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1800,012i0000001EB0yAAG
0063100000emtQ6AAI,TurkeyOpp-1368,Xaxis Display Plus,2016-06-09,2016-06-30,0,Michelin0616_8000KM_Offmarket_interest_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,Appnexus,500000,0,Externally Managed,Triggers,Selected Sites,1.8,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,900,012i0000001EB0yAAG
0063100000emtQ6AAI,TurkeyOpp-1578,Xaxis Display Plus,2016-06-09,2016-06-30,1826.99,Michelin0616_8000KM_Offmarket_interest_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,1000000,500,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.7263,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1800,012i0000001EB0yAAG
0063100000emtR6AAI,TurkeyOpp-456,Xaxis Display Plus,2016-07-01,2016-07-31,2700.09,Michelin0716_Offmarket_interest_Dogus_MEC,Net Cost (Calc Margin),MediaTrader,Dogus,1500000,525,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.8056,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2700,012i0000001EB0yAAG
0063100000emtR7AAI,TurkeyOpp-1854,Xaxis TV,2016-07-01,2016-07-31,3628.42,Michelin0716_Offmarket_Preroll_Star_MEC,Net Cost (Calc Margin),MediaTrader,Star,275000,1036.69,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.7143,From spreadsheet: Turkey | Campaign Data,Online Video,Video,9625,012i0000001EB0yAAG
0063100000emtR7AAI,TurkeyOpp-2327,Xaxis TV,2016-07-01,2016-07-31,1520.82,Michelin0716_Offmarket_Preroll_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,150000,521.42,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.6571,From spreadsheet: Turkey | Campaign Data,Online Video,Video,5250,012i0000001EB0yAAG
0063100000emtR8AAI,TurkeyOpp-599,Xaxis Display Plus,2016-07-01,2016-07-31,3579.74,Michelin0716_Prepurchase_interes_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,397.75,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3600,012i0000001EB0yAAG
0063100000emtR8AAI,TurkeyOpp-2387,Xaxis Display Plus,2016-07-01,2016-07-31,3190.09,Michelin0716_Prepurchase_interest_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,2000000,886.16,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.7222,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3600,012i0000001EB0yAAG
0063100000emtR8AAI,TurkeyOpp-719,Xaxis Display Plus,2016-07-01,2016-07-31,4500.21,Michelin0716_Prepurchase_interest_Dogus_MEC,Net Cost (Calc Margin),MediaTrader,Dogus,2500000,875,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.8056,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,4500,012i0000001EB0yAAG
0063100000emtRUAAY,TurkeyOpp-1339,Xaxis Display Plus,2016-08-01,2016-08-05,500,Michelin0816_Offmarket_interest_Dogus_MEC,Net Cost (Calc Margin),MediaTrader,Dogus,1000000,350,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.3,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1800,012i0000001EB0yAAG
0063100000emtRUAAY,TurkeyOpp-77,Xaxis Display Plus,2016-08-01,2016-08-05,563.9,Michelin0816_Offmarket_interest_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,100,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.8227,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1800,012i0000001EB0yAAG
0063100000emtRVAAY,TurkeyOpp-1555,Xaxis TV,2016-08-01,2016-08-05,4800,Michelin0816_Offmarket_Preroll_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,140000,1680,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.65,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4900,012i0000001EB0yAAG
0063100000emtRVAAY,TurkeyOpp-2080,Xaxis TV,2016-08-01,2016-08-05,1050.78,Michelin0816_Offmarket_Preroll_Star_MEC,Net Cost (Calc Margin),MediaTrader,Star,30184,301.84,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.7127,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1056.44,012i0000001EB0yAAG
0063100000emtRWAAY,TurkeyOpp-581,Xaxis Display Plus,2016-08-01,2016-08-05,200,Michelin0816_Prepurchase_interest_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,300000,150,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.25,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,540,012i0000001EB0yAAG
0063100000emtRWAAY,TurkeyOpp-790,Xaxis Display Plus,2016-08-01,2016-08-05,158.03,Michelin0816_Prepurchase_interest_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,300000,59.82,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.6215,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,540,012i0000001EB0yAAG
0063100000emtRWAAY,TurkeyOpp-1600,Xaxis Display Plus,2016-08-01,2016-08-05,100,Michelin0816_Prepurchase_interest_Dogus_MEC,Net Cost (Calc Margin),MediaTrader,Dogus,1000000,349.88,Externally Managed,Triggers,Selected Sites,1.8,cpm,-2.4988,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1800,012i0000001EB0yAAG
0063100000emtRWAAY,TurkeyOpp-1554,Xaxis Display Plus,2016-08-01,2016-08-05,0,Michelin0816_Prepurchase_interest_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,300000,0,Externally Managed,Triggers,Selected Sites,1.8,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,540,012i0000001EB0yAAG
0063100000emtVxAAI,TurkeyOpp-221,Xaxis Display Plus,2016-10-01,2016-11-15,0,Michelin1016_Cross_Climate_Contextual_Bannerconnect_MEC_October,Net Cost (Calc Margin),MediaTrader,Bannerconnect,0,334.1,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000emtVxAAI,TurkeyOpp-1871,Xaxis Display Plus,2016-10-01,2016-11-15,6000.09,Michelin1016_Cross_Climate_Contextual_Ntv_MEC,Net Cost (Calc Margin),MediaTrader,Dogus,3000000,1050,Externally Managed,Triggers,Selected Sites,2,cpm,0.825,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,6000,012i0000001EB0yAAG
0063100000emtVxAAI,TurkeyOpp-708,Xaxis Display Plus,2016-10-01,2016-11-15,0,Michelin1016_Cross_Climate_Contextual_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,Appnexus,1500000,372.83,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3000,012i0000001EB0yAAG
0063100000emtVxAAI,TurkeyOpp-1956,Xaxis Display Plus,2016-10-01,2016-11-15,0,Michelin1016_Cross_Climate_Contextual_Google_MEC,Net Cost (Calc Margin),MediaTrader,Google,0,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000emtVxAAI,TurkeyOpp-2348,Xaxis Display Plus,2016-10-01,2016-11-15,0,Michelin1016_Cross_Climate_Contextual_Bannerconnect_MEC_September,Net Cost (Calc Margin),MediaTrader,Bannerconnect,0,775.22,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000emtVxAAI,TurkeyOpp-874,Xaxis Display Plus,2016-10-01,2016-11-15,0,Michelin1016_Cross_Climate_Contextual_Onedio_MEC,Net Cost (Calc Margin),MediaTrader,Onedio,0,456.24,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000emtVxAAI,TurkeyOpp-2427,Xaxis Display Plus,2016-10-01,2016-11-15,0,Michelin1016_Cross_Climate_Contextual_Medikalakademi_MEC,Net Cost (Calc Margin),MediaTrader,Medikalakademi,0,109.5,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000emtVxAAI,TurkeyOpp-1248,Xaxis Display Plus,2016-10-01,2016-11-15,5040.54,Michelin1016_Cross_Climate_Contextual_LigTv_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,2500000,1250,Externally Managed,Triggers,Selected Sites,2,cpm,0.752,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,5000,012i0000001EB0yAAG
0063100000emtVyAAI,TurkeyOpp-843,Xaxis Display Plus,2016-10-01,2016-11-15,9000,Michelin1016_Cross_Climate_PinOverlay_Popmarker_MEC,Net Cost (Calc Margin),MediaTrader,Popmarker,3000000,3000,Externally Managed,Triggers,Selected Sites,3,cpm,0.6667,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,9000,012i0000001EB0yAAG
0063100000emNyUAAU,TurkeyOpp-2255,Xaxis Display Plus,2016-11-01,2016-11-15,0,Michelin1116_Cross_Climate_interest_Mynet_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,3000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,6000,012i0000001EB0yAAG
0063100000emNyUAAU,TurkeyOpp-219,Xaxis Display Plus,2016-11-01,2016-11-15,0,Michelin1116_Cross_Climate_interest_Dogus_MEC,Net Cost (Calc Margin),MediaTrader,Dogus,3000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,6000,012i0000001EB0yAAG
0063100000emNyUAAU,TurkeyOpp-1986,Xaxis Display Plus,2016-11-01,2016-11-15,0,Michelin1116_Cross_Climate_interest_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,3500000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,7000,012i0000001EB0yAAG
0063100000emNyVAAU,TurkeyOpp-515,Xaxis Display Plus,2016-11-01,2016-11-15,0,Michelin1116_Cross_Climate_PinOverlay_Popmarker_MEC,Net Cost (Calc Margin),MediaTrader,Popmarker,500000,0,Externally Managed,Triggers,Selected Sites,3,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000emNyWAAU,TurkeyOpp-1140,Xaxis Display Plus,2016-11-07,2016-11-15,0,Michelin1116_Winter_interest_Sahibinden_MEC,Net Cost (Calc Margin),MediaTrader,Sahibinden,850000,0,Externally Managed,Triggers,Selected Sites,1.8,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1530,012i0000001EB0yAAG
0063100000emNyWAAU,TurkeyOpp-602,Xaxis Display Plus,2016-11-07,2016-11-15,0,Michelin1116_Winter_interest_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,500000,0,Externally Managed,Triggers,Selected Sites,1.8,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,900,012i0000001EB0yAAG
0063100000emNyWAAU,TurkeyOpp-1279,Xaxis Display Plus,2016-11-07,2016-11-15,0,Michelin1116_Winter_interest_Dogus_MEC,Net Cost (Calc Margin),MediaTrader,Dogus,350000,0,Externally Managed,Triggers,Selected Sites,1.8,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,630,012i0000001EB0yAAG
0063100000emNyWAAU,TurkeyOpp-195,Xaxis Display Plus,2016-11-07,2016-11-15,0,Michelin1116_Winter_interest_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,Appnexus,600000,0,Externally Managed,Triggers,Selected Sites,1.8,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1080,012i0000001EB0yAAG
0063100000emtQ7AAI,TurkeyOpp-439,Xaxis TV,2016-06-10,2016-06-30,2491.86,Michellin0616_8000KM_Offmarket_preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,75000,1067.94,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.5714,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2625,012i0000001EB0yAAG
