Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Target_Gender__c,Buy_Type__c,Delivery_Market__c,Frequency_Cap__c,Frequency_Scope__c,Media_Code__c,Special_Product__c,Target_Age_Freeform_Entry__c
0063100000fIKrRAAW,Belgium:20160369-NL,Xaxis Display,"Jul 18, 2016","Aug 31, 2016",17327.5,S90 BE-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Jelle De Wit,3465500,0,Externally Managed,Interest,Automotive Personal_Finance Business,5,Male,CPM,Belgium,3,Per day,Display,Xaxis Display,35-54
0063100000fIKpuAAG,Belgium:20160265-NL,Xaxis TV,"May 30, 2016","Jun 26, 2016",5000,Danio TV June Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,200000,0,Externally Managed,Interest,Voir liste W1,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKlKAAW,Belgium:20160147-NL,Xaxis TV,"Apr 18, 2016","May 8, 2016",6080,Bepanthen W2-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Fabienne Romanus,304000,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fILCoAAO,Belgium:20160448-FR,Xaxis Display,"Oct 19, 2016","Nov 2, 2016",1360,Rings Socio Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,340000,0,Externally Managed,Interest,Arts_AND_Entertainment,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKjCAAW,Belgium:20160015-FR,Xaxis Display,"Jan 11, 2016","Jan 24, 2016",5000,Salon de l'auto-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Mathilde Gerard,2500000,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fILCjAAO,Belgium:20160381-NL,Xaxis Audio,"Oct 10, 2016","Oct 16, 2016",6400,Audio USP 41+42-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Nathalie Vanderlinden,640000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fILCPAA4,Belgium:20160143-FR,Xaxis Display,"Mar 28, 2016","May 12, 2016",3467,Slim naar A W1-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,1733500,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKkiAAG,Belgium:20160108-FR,Xaxis Display,"Mar 14, 2016","Apr 14, 2016",2400,Ranger Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Candida Cennamo,600000,0,Externally Managed,Interest,Automotive TRB_BE_ITRS_Automotive~Off_Road_Vehicles TRB_BE_ITRS_Sports~CanoeingORKayaking,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKkfAAG,Belgium:20160155-NL,Xaxis TV,"Mar 21, 2016","Apr 10, 2016",13552.93,Weleda Amandel-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Anna Rudakova,542117,0,Externally Managed,Interest,Health_AND_Fitness TRB_BE_ITRS_Food_AND_Drink~HealthORLowFat_Cooking TRB_BE_ITRS_Business~Green_Solu,25,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKxXAAW,Belgium:20160576-FR,Xaxis Display,"Nov 21, 2016","Nov 30, 2016",3091.13,TAOP XE November-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Jelle De Wit,883180.5,0,Externally Managed,Socio-demo,,3.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,35+
0063100000fIKxwAAG,Belgium:20160493-NL,Xaxis Display,"Oct 7, 2016","Dec 31, 2016",7500,Ford Transit Q4 Context-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,2500000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxPAAW,Belgium:20160525-FR,Xaxis TV,"Oct 26, 2016","Nov 25, 2016",6443.075,Fiat 500 Riva-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,257723,0,Externally Managed,Interest,Arts_AND_Entertainment Food_AND_Drink Sports,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-64
0063100000fIKleAAG,Belgium:20160193-NL,Xaxis Display,"Apr 19, 2016","May 16, 2016",10000,Oikos April-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,2500000,0,Externally Managed,Interest,Voir mail Melissa 06/04,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,35-54
0063100000fIKyeAAG,Belgium:20160584-NL,Xaxis Display,"Jan 14, 2017","Jan 30, 2017",5000,500X BMS Display Impact-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,500000,0,Externally Managed,Socio-demo,TRB_BE_CUST_Huawei_P9_Launch_Lifestyle,10,,CPM,Belgium,3,Per day,Display,Xaxis Display,25-54
0063100000fIKkAAAW,Belgium:20160106-FR,Xaxis TV,"Feb 29, 2016","Mar 13, 2016",2500,Danio TV Broad-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,166666.5,0,Externally Managed,Broad Reach,,15,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKjXAAW,Belgium:20160059-NL,Xaxis Display,"Jan 26, 2016","Feb 9, 2016",900,Brasschaat-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,450000,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKl1AAG,Belgium:20160159-NL,Xaxis Display,"Apr 1, 2016","Apr 30, 2016",7700,Parcel Delivery Methods Sync-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,1925000,0,Externally Managed,Broad Reach,,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKpEAAW,Belgium:20160187-NL,Xaxis Display,"Apr 4, 2016","May 31, 2016",5000,Nalatenschat Socio-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,1428571,0,Externally Managed,Socio-demo,,3.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,45+
0063100000fIKr5AAG,Belgium:20160361-FR,Xaxis TV,"Jul 13, 2016","Aug 6, 2016",218.99,MX 5 TV spent budget-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Julie Schauwers,8759.5,0,Externally Managed,Interest,Automotive,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fILCMAA4,Belgium:20160049-NL,Xaxis TV,"Apr 4, 2016","May 1, 2016",2350,Schweppes Penelope TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,117500,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKxjAAG,Belgium:20160396-NL,Xaxis TV,"Oct 10, 2016","Dec 18, 2016",11362.5,Vivoactive W2 TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,454500,0,Externally Managed,Interest,Sports Travel Automotive,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-54
0063100000fIKycAAG,Belgium:20160593-NL,Xaxis TV,"Jan 9, 2017","Jan 29, 2017",0,Kinedo DUO-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Muriel Van Impe,0,0,Externally Managed,Socio-demo,Real_Estate,26,,CPM,Belgium,3,Per day,Video,Xaxis TV,35+
0063100000fIKyXAAW,Belgium:20160383-NL,Xaxis Audio,"Dec 19, 2016","Dec 31, 2016",6400,Audio USP 51+52-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Nathalie Vanderlinden,640000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKqLAAW,Belgium:20160326-FR,Xaxis TV,"Jun 27, 2016","Jul 10, 2016",9182.69,Jeep 75 Anniversary TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,459134.5,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,30-65
0063100000fIKwQAAW,Belgium:20160523-FR,Xaxis TV,"Oct 12, 2016","Oct 29, 2016",9000,Fiat 500X Rosso Amore-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,450000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fILCPAA4,Belgium:20160143-NL,Xaxis Display,"Mar 28, 2016","May 12, 2016",3467,Slim naar A W1-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,1733500,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxXAAW,Belgium:20160576-NL,Xaxis Display,"Nov 21, 2016","Nov 30, 2016",3091.13,TAOP XE November-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Jelle De Wit,883180.5,0,Externally Managed,Socio-demo,,3.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,35+
0063100000fIKoyAAG,Belgium:20160180-FR,Xaxis TV,"Apr 21, 2016","May 20, 2016",6000,Cross Climate W1 TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Marie Julie Billen,240000,0,Externally Managed,Interest,Automotive Sports Travel,25,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKrAAAW,Belgium:20160385-FR,Xaxis Display,"Jul 29, 2016","Aug 10, 2016",1266.175,MX5 Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Julie Schauwers,316544,0,Externally Managed,Interest,Automotive Travel,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKvdAAG,Belgium:20160404-NL,Xaxis TV,"Sep 12, 2016","Sep 25, 2016",4197.14,Alles kids TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Anna Rudakova,209857,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-44
0063100000fIKwKAAW,Belgium:20160466-NL,Xaxis Display,"Sep 12, 2016","Oct 23, 2016",1000,Promo Q4 theme Krassen-R99 - Mobile-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Bernd Strauven,333333,0,Externally Managed,Broad Reach,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxsAAG,Belgium:20160588-NL,Xaxis Display,"Nov 21, 2016","Dec 27, 2016",1800,Winter in Antwerpen Fase 2 Z-Nederland + Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,600000,0,Externally Managed,Socio-demo,Arts_AND_Entertainment Food_AND_Drink Society,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-55
0063100000fILCaAAO,Belgium:20160330-NL,Xaxis Display,"Jun 30, 2016","Jul 30, 2016",4459.625,Range Rover Convertible-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Victoria Rerikh,1114907,0,Externally Managed,Interest,,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,35+
0063100000fIKkpAAG,Belgium:20160188-NL,Xaxis Display,"Apr 11, 2016","Apr 17, 2016",2236.5,Promo Vers-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Bernd Strauven,639000,0,Externally Managed,Socio-demo,,3.5,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,18-54
0063100000fIKrxAAG,Belgium:20160244-FR,Xaxis TV,"Jun 24, 2016","Sep 15, 2016",13209.6,Caffe Latte TV W2-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,660480,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,18-29
0063100000fIKvcAAG,Belgium:20160329-NL,Xaxis TV,"Jun 13, 2016","Sep 25, 2016",11037.5,Klussen TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Vanessa De Coninck,441500,0,Externally Managed,Interest,Home_AND_Garden,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-34
0063100000fIKwnAAG,Belgium:20160557-FR,Xaxis Display,"Oct 31, 2016","Nov 9, 2016",1006.125,Olvarit Pre Empt W3 Interest Display-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,251531.5,0,Externally Managed,Interest,Family_AND_Parenting_Babbies and toddlers,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwOAAW,Belgium:20160508-NL,Xaxis Audio,"Oct 10, 2016","Oct 23, 2016",3125,Radio Wave 1-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Benoit Lefevre,312500,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKlJAAW,Belgium:20160146-FR,Xaxis TV,"Apr 18, 2016","May 8, 2016",1520,Canesten W2-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Fabienne Romanus,76000,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKyQAAW,Belgium:20160585-FR,Xaxis TV,"Dec 12, 2016","Dec 25, 2016",3000,Actimel Santa-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sebastien Reps,150000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-64
0063100000fIKlaAAG,Belgium:20160216-FR,Xaxis Display,"May 1, 2016","May 15, 2016",1280,May - Promo - RT-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,256000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwWAAW,Belgium:20160011-FR,Xaxis TV,"Oct 1, 2016","Oct 30, 2016",2031.6,Aquaclean TV Interest W2-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,81120,0,Externally Managed,Interest,News Finance Home&Garden,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKpmAAG,Belgium:20160222-NL,Xaxis Display,"May 14, 2016","Jun 19, 2016",2800,Sinksefoor General-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,700000,0,Externally Managed,Interest,Arts_AND_Entertainment Voir mail Melissa 20/04,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKq9AAG,Belgium:20160285-NL,Xaxis TV,"Jun 1, 2016","Jun 30, 2016",20243.04,Studeren in Brussels - Youth TV spent budget-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,1012152,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,17-20
0063100000fIKqgAAG,Belgium:20160303-FR,Xaxis TV,"Jun 23, 2016","Jul 20, 2016",9601.5,Fiat Tipo TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,480075,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,30-64
0063100000fIKlUAAW,Belgium:20160199-NL,Xaxis TV,"Apr 11, 2016","May 15, 2016",5000,Activia Fusion Interest TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,200000,0,Externally Managed,Interest,Arts_AND_Entertainment Family_AND_Parenting Food_AND_Drink,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKrBAAW,Belgium:20160354-NL,Xaxis TV,"Jul 11, 2016","Aug 14, 2016",5000,Vitalinea Fruit and Plain TV Socio demo-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,250000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,30-49
0063100000fIKqpAAG,Belgium:20160334-FR,Xaxis Display,"Jun 30, 2016","Jul 30, 2016",1125,Evoque Convertible Triggers-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Jelle De Wit,250000,0,Externally Managed,Socio-demo,,4.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,35+
0063100000fIKjaAAG,Belgium:20160021-NL,Xaxis Display,"Jan 25, 2016","Feb 14, 2016",2500,Fiat 500 Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,625000,0,Externally Managed,Interest,Style_AND_Fashion,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKpSAAW,Belgium:20160251-NL,Xaxis Display,"May 11, 2016","Jun 5, 2016",1250,Mazda 3 RT-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Julie Schauwers,250000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKqhAAG,Belgium:20160226-NL,Xaxis Display,"May 26, 2016","Jul 20, 2016",2475,Free wifi-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,1237500,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKs3AAG,Belgium:20160380-NL,Xaxis Audio,"Sep 5, 2016","Sep 18, 2016",6400,Audio USP 36+37-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Nathalie Vanderlinden,640000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKxAAAW,Belgium:20160428-NL,Xaxis Display,"Oct 1, 2016","Nov 15, 2016",3415.36,Giulia Interest Q4-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,853840,0,Externally Managed,Interest,Automotive Business Personal_Finance,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxuAAG,Belgium:20160590-NL,Xaxis Display,"Nov 21, 2016","Dec 27, 2016",2800,Winter in Antwerpen Fase 2 Antwerpen + district-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,800000,0,Externally Managed,Socio-demo,,3.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-55
0063100000fIKvtAAG,Belgium:20160467-FR,Xaxis TV,"Sep 12, 2016","Oct 2, 2016",6054.968,Save Invest Septembre-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Vanessa De Coninck,302748.4,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-64
0063100000fIKygAAG,Belgium:20160610-FR,Xaxis TV,"Jan 1, 2017","Jan 31, 2017",8060,PS4 TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Bernd Strauven,310000,0,Externally Managed,Socio-demo,Automotive,26,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKw9AAG,Belgium:20160517-NL,Xaxis Display,"Oct 3, 2016","Oct 16, 2016",10000,Be Green-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,2500000,0,Externally Managed,Interest,Home_AND_Garden Personal Finance,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKyKAAW,Belgium:20160549-NL,Xaxis Audio,"Dec 5, 2016","Dec 18, 2016",3405,Transit Audio-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Romain Belvaux,340500,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKjUAAW,Belgium:20160014-FR,Xaxis Display,"Jan 18, 2016","Feb 1, 2016",1500,Autofestival 2016 Mobile-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sonja Peeters,500000,0,Externally Managed,Broad Reach,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxtAAG,Belgium:20160589-FR,Xaxis Display,"Nov 21, 2016","Dec 27, 2016",1800,Winter in Antwerpen Fase 2 France + Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,600000,0,Externally Managed,Socio-demo,Arts_AND_Entertainment Food_AND_Drink Society,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-55
0063100000fIKpIAAW,Belgium:20160217-NL,Xaxis Display,"May 16, 2016","May 31, 2016",1920,May - Non Promo - RT-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,384000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKl8AAG,Belgium:20160173-FR,Xaxis Display,"Apr 11, 2016","May 1, 2016",2000,Koopzondagen France-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,666667,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKrbAAG,Belgium:20160408-FR,Xaxis Display,"Aug 20, 2016","Sep 11, 2016",2500,Pre Launch Edge Audience-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,1250000,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKrgAAG,Belgium:20160413-FR,Xaxis Display,"Aug 20, 2016","Sep 11, 2016",2500,Pre Launch Edge Lux-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,833333,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwvAAG,Belgium:20160366-FR,Xaxis TV,"Oct 19, 2016","Nov 13, 2016",5000,JBC TV Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sebastien Reps,200000,0,Externally Managed,Interest,Family_AND_Parenting,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKyCAAW,Belgium:20160563-FR,Xaxis Display,"Dec 25, 2015","Nov 28, 2016",5000,Boiler Sales Sync-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,1250000,0,Externally Managed,Broad Reach,,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwDAAW,Belgium:20160420-NL,Xaxis Display,"Sep 26, 2016","Oct 23, 2016",4810.06,Recruitment Politie W2 - Demo-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,1374304,0,Externally Managed,Socio-demo,,3.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,16-19
0063100000fIKyKAAW,Belgium:20160549-FR,Xaxis Audio,"Dec 5, 2016","Dec 18, 2016",3405,Transit Audio-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Romain Belvaux,340500,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKysAAG,Belgium:20160607-FR,Xaxis Display,"Jan 7, 2017","Feb 6, 2017",1575,Giulia BMS Display-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,350000,0,Externally Managed,Socio-demo,,4.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-65+
0063100000fIKjKAAW,Belgium:20160032-FR,Xaxis Display,"Jan 11, 2016","Jan 31, 2016",3500,BMS S-Max-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Candida Cennamo,875000,0,Externally Managed,Interest,Automotive,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-55
0063100000fILCZAA4,Belgium:20160332-NL,Xaxis Display,"Jun 30, 2016","Jul 13, 2016",3707.394,B2B-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,926848.5,0,Externally Managed,Interest,Business,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKjcAAG,Belgium:20160057-NL,Xaxis TV,"Jan 18, 2016","Feb 14, 2016",15000,Oykos TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,750000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,35-54
0063100000fIKjvAAG,Belgium:20160072-NL,Xaxis TV,"Jan 30, 2016","Mar 4, 2016",2500,Vitalinea TV Socio-demo-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,125000,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,30-49
0063100000fIKqXAAW,Belgium:20160348-FR,Xaxis TV,"Jul 1, 2016","Jul 11, 2016",2500,Jason Bourne 5 TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Marie Julie Billen,100000,0,Externally Managed,Interest,Sports,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKrRAAW,Belgium:20160369-FR,Xaxis Display,"Jul 18, 2016","Aug 31, 2016",17327.5,S90 BE-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Jelle De Wit,3465500,0,Externally Managed,Interest,Automotive Personal_Finance Business,5,Male,CPM,Belgium,3,Per day,Display,Xaxis Display,35-54
0063100000fIKkyAAG,Belgium:20160096-NL,Xaxis Display,"Apr 6, 2016","Apr 28, 2016",8000,Tempo Team Anvers-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Jelle De Wit,2000000,0,Externally Managed,Interest,Education Career,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,18-37
0063100000fIKkgAAG,Belgium:20160076-FR,Xaxis TV,"Feb 8, 2016","Apr 10, 2016",8898,Royco TV Feb-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Solange Nissolle,444900,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-44
0063100000fIKlVAAW,Belgium:20160200-FR,Xaxis TV,"Apr 11, 2016","May 15, 2016",2500,Activia Fusion Socio demo-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,125000,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,30-45
0063100000fIKrrAAG,Belgium:20160390-NL,Xaxis Display,"Aug 8, 2016","Sep 15, 2016",3000,Zon Context-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,1000000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fILCbAAO,Belgium:20160331-FR,Xaxis Display,"Jun 30, 2016","Jul 30, 2016",750,Range Rover Convertible RT-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Victoria Rerikh,150000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
